ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MYOZ3,383.1109913,-3.992455742,0.483754665,-8.253058889,1.54E-16,2.39E-15
CYP4B1,405.1494113,-3.9896362,0.460914759,-8.655908977,4.89E-18,9.31E-17
ZBTB16,72.92545331,-3.984773449,0.411781418,-9.6769142,3.78E-22,1.20E-20
FAM107A,307.2929709,-3.984264743,0.288357859,-13.81708393,2.01E-43,9.07E-41
SMTNL1,275.9540156,-3.98370342,0.479541997,-8.30730873,9.79E-17,1.55E-15
C20orf185,0.694928743,-3.981077255,1.246940141,-3.192677118,0.001409605,0.003364835
KRT78,5079.90227,-3.978627659,0.451343268,-8.815081429,1.20E-18,2.46E-17
ATP6V0A4,278.9780449,-3.975799836,0.387593264,-10.25765979,1.09E-24,4.67E-23
MYBPC1,9263.568561,-3.974976454,0.680535622,-5.840952813,5.19E-09,3.05E-08
COX6A2,751.4091677,-3.974706493,0.706509346,-5.625837101,1.85E-08,1.01E-07
LMOD2,1398.742525,-3.970411313,0.692849499,-5.730553779,1.00E-08,5.66E-08
SHISA9,11.51525119,-3.968169221,0.355395781,-11.16549334,6.02E-29,4.02E-27
RPL3L,439.058986,-3.962492822,0.398428153,-9.945313334,2.64E-23,9.60E-22
SH3BGRL2,1131.016363,-3.958223576,0.284674241,-13.9043967,5.96E-44,2.81E-41
CA8,26.52110479,-3.957405727,0.369434646,-10.71205901,8.94E-27,4.70E-25
KCNC2,1.972839508,-3.952760353,0.85744649,-4.609920733,4.03E-06,1.52E-05
NWD1,79.91182421,-3.944501508,0.367398648,-10.73629838,6.87E-27,3.69E-25
MT4,5.661826765,-3.94279845,0.809053507,-4.873346963,1.10E-06,4.57E-06
FRMPD2,4.02444852,-3.934458778,0.590445578,-6.663541776,2.67E-11,2.16E-10
PLEKHB1,181.3668679,-3.933913264,0.286173461,-13.74660408,5.34E-43,2.21E-40
UGT3A1,3.875540943,-3.932306737,0.828134077,-4.748393823,2.05E-06,8.12E-06
KLHDC7A,26.66572112,-3.930092915,0.456203164,-8.614786624,7.01E-18,1.30E-16
NRG3,4.182487385,-3.9297787,0.460277915,-8.537838922,1.37E-17,2.44E-16
KIAA0408,39.97724031,-3.926894864,0.879278316,-4.466043109,7.97E-06,2.87E-05
C1orf168,6.564814131,-3.919218983,0.504908555,-7.762235255,8.34E-15,1.05E-13
DPP10,3.50469186,-3.918685922,0.803655452,-4.876077068,1.08E-06,4.51E-06
HFE2,340.8235532,-3.918126886,0.70470982,-5.559915263,2.70E-08,1.44E-07
GPR101,0.351419678,-3.917858041,1.511693427,-2.591701447,0.009550261,0.019041973
KRT3,669.297694,-3.912756889,0.607129861,-6.444678706,1.16E-10,8.66E-10
SPATA4,2.56286858,-3.910228784,0.490128849,-7.977960874,1.49E-15,2.05E-14
LOC284578,19.0853462,-3.908674362,0.513388457,-7.613483145,2.67E-14,3.10E-13
C10orf90,12.10051917,-3.904575879,0.474414854,-8.230298538,1.87E-16,2.87E-15
PLIN5,106.5989724,-3.903771229,0.325826487,-11.98113532,4.46E-33,4.86E-31
FXYD4,2.63052839,-3.891513067,0.553767472,-7.027341369,2.11E-12,1.96E-11
KLK15,2.008740839,-3.886615047,0.638345481,-6.088576116,1.14E-09,7.43E-09
TRDN,1729.477327,-3.883567748,0.65559855,-5.923697889,3.15E-09,1.92E-08
ACTA1,28882.33234,-3.882920595,0.624265673,-6.219980948,4.97E-10,3.39E-09
SCN7A,17.67810515,-3.881168122,0.462164748,-8.397802165,4.55E-17,7.61E-16
SPDEF,213.7315495,-3.87364331,0.499664294,-7.752491739,9.01E-15,1.12E-13
WIF1,146.56275,-3.871862103,0.742317556,-5.215910726,1.83E-07,8.55E-07
KRT13,279463.4745,-3.871250944,0.547751672,-7.067529219,1.58E-12,1.49E-11
DNAH7,19.48571062,-3.868971248,0.326245798,-11.85906843,1.93E-32,1.89E-30
MYLPF,2387.936332,-3.863691055,0.612559249,-6.307456887,2.84E-10,2.02E-09
GPT,145.5745676,-3.860045143,0.325787505,-11.84835233,2.19E-32,2.10E-30
RGN,28.16808717,-3.859886879,0.269792369,-14.30687938,1.98E-46,1.19E-43
FITM1,217.0871915,-3.858420287,0.412932225,-9.343955388,9.28E-21,2.49E-19
CYP3A5,173.0673623,-3.854170979,0.357894269,-10.76902123,4.82E-27,2.61E-25
CKMT2,648.4176835,-3.85413142,0.591594292,-6.514821855,7.28E-11,5.59E-10
C3orf15,21.38387606,-3.848084589,0.42025164,-9.156620047,5.35E-20,1.30E-18
NR3C2,133.6737941,-3.845227999,0.325908231,-11.79849919,3.97E-32,3.68E-30
TMEM52,162.6986835,-3.842066074,0.305828081,-12.56282962,3.38E-36,5.32E-34
SYPL2,404.7589232,-3.8389988,0.453852909,-8.458685008,2.70E-17,4.69E-16
LINGO4,12.27266372,-3.833352048,0.429833151,-8.918232675,4.74E-19,1.02E-17
KLF15,70.86884802,-3.829187251,0.326112298,-11.7419284,7.77E-32,7.10E-30
SLC38A3,73.86831892,-3.826691606,0.379763094,-10.07652314,7.02E-24,2.71E-22
TMEM232,11.14376556,-3.82641412,0.302920836,-12.63172971,1.41E-36,2.35E-34
ASB10,42.79057933,-3.825686221,0.706955643,-5.411494002,6.25E-08,3.14E-07
SLC44A4,290.7028418,-3.819003255,0.418155296,-9.132978328,6.66E-20,1.61E-18
C2orf40,43.59595259,-3.816984793,0.494829212,-7.71374184,1.22E-14,1.49E-13
OTC,0.566295738,-3.806405865,0.660321237,-5.764475915,8.19E-09,4.68E-08
C6orf126,0.741452404,-3.80531375,0.843733446,-4.510089967,6.48E-06,2.36E-05
SGK2,27.49208588,-3.796148342,0.379582331,-10.00085629,1.51E-23,5.64E-22
PPP1R1B,430.6132185,-3.790378215,0.599803075,-6.319371091,2.63E-10,1.88E-09
CRYM,89.73161776,-3.788082655,0.387850549,-9.766861648,1.56E-22,5.16E-21
KY,192.0865326,-3.787189848,0.424668007,-8.918001314,4.75E-19,1.02E-17
PRSS1,1.132177999,-3.783165957,0.737016762,-5.133079939,2.85E-07,1.29E-06
PHKG1,125.8761457,-3.781695531,0.453417078,-8.340434694,7.40E-17,1.20E-15
LOC648740,11.09781495,-3.781243893,0.308312963,-12.26430396,1.41E-34,1.85E-32
RMST,0.541343372,-3.780675574,1.106604932,-3.416463693,0.000634401,0.001623985
FAM166B,19.10628137,-3.778670635,0.270139927,-13.98782724,1.85E-44,9.17E-42
CLUL1,7.373924845,-3.777090253,0.414673692,-9.108584242,8.35E-20,1.99E-18
ASPA,13.58596524,-3.775468659,0.365236529,-10.33705109,4.79E-25,2.13E-23
CMYA5,5370.040878,-3.771665142,0.476158631,-7.92102651,2.36E-15,3.17E-14
MYH15,68.1614139,-3.768654713,0.380215644,-9.911887573,3.70E-23,1.33E-21
CST1,1604.632662,-3.768367024,0.536053998,-7.029827295,2.07E-12,1.92E-11
MYL3,499.9326872,-3.764367829,0.611109051,-6.159895393,7.28E-10,4.86E-09
NPY1R,30.0040906,-3.763377864,0.43767,-8.598665352,8.06E-18,1.49E-16
FMO9P,20.34940521,-3.760716799,0.440933335,-8.528991799,1.48E-17,2.63E-16
SLC4A4,58.70499781,-3.753118854,0.357897551,-10.48657317,9.96E-26,4.75E-24
GREM2,65.49647714,-3.749384473,0.373814294,-10.0300725,1.12E-23,4.25E-22
TCAP,6031.814904,-3.749025192,0.592681631,-6.325529589,2.52E-10,1.81E-09
CPB1,1.584656264,-3.746764147,0.631062173,-5.937234565,2.90E-09,1.77E-08
NTRK3,35.97378244,-3.742646073,0.401793007,-9.314861155,1.22E-20,3.23E-19
CTNNA3,13.03946333,-3.737719258,0.541036013,-6.908448178,4.90E-12,4.35E-11
GALNTL1,106.5241088,-3.726702466,0.343071694,-10.86275123,1.73E-27,9.89E-26
CCL14,261.5247724,-3.722623798,0.360177626,-10.33552206,4.87E-25,2.16E-23
CHI3L2,1107.980738,-3.71406599,0.34837148,-10.66122288,1.55E-26,7.92E-25
ANGPTL1,165.5751759,-3.711546818,0.380881934,-9.744612391,1.95E-22,6.35E-21
TSPAN19,1.568827024,-3.709995205,0.652610113,-5.684857056,1.31E-08,7.28E-08
NRAP,5878.842895,-3.703354901,0.711752525,-5.20314965,1.96E-07,9.10E-07
CYP1A2,0.94958113,-3.698460481,0.610796884,-6.055139729,1.40E-09,9.01E-09
MYOT,1438.741374,-3.698001615,0.57950874,-6.381269788,1.76E-10,1.29E-09
FAM55A,0.459579639,-3.688777211,0.833191771,-4.427284737,9.54E-06,3.38E-05
VIP,8.977504505,-3.681169746,0.436528082,-8.432836049,3.37E-17,5.78E-16
NOS2,148.8155411,-3.679404476,0.410449807,-8.964322589,3.12E-19,6.82E-18
RGS7BP,7.61121673,-3.67265683,0.459381887,-7.994779364,1.30E-15,1.80E-14
SRL,1105.969103,-3.672607196,0.482426872,-7.612774935,2.68E-14,3.11E-13
SLC36A2,26.66986513,-3.668490981,0.648565011,-5.656319598,1.55E-08,8.52E-08
MYL1,6179.033216,-3.668006844,0.713278803,-5.14245878,2.71E-07,1.23E-06
GDF10,61.23179105,-3.661778686,0.395685505,-9.254265413,2.16E-20,5.54E-19
HTR3B,5.962869482,-3.659915361,0.675034439,-5.421820205,5.90E-08,2.98E-07
FGF20,0.378268791,-3.65828755,0.94243557,-3.88173756,0.000103713,0.00030664
CACNA1S,726.6774579,-3.65612475,0.679922468,-5.37726715,7.56E-08,3.74E-07
NPY2R,1.047963331,-3.653277782,0.736140771,-4.962743441,6.95E-07,2.98E-06
SLC26A4,29.75808205,-3.651298899,0.276400883,-13.21015642,7.67E-40,2.17E-37
CAPN14,520.5432468,-3.649557602,0.429071186,-8.505715888,1.80E-17,3.18E-16
TNNI2,3799.815495,-3.648986862,0.507958399,-7.183633284,6.79E-13,6.69E-12
MYL2,5932.057473,-3.642908632,0.6659842,-5.469962544,4.50E-08,2.31E-07
FIGF,31.09461006,-3.635639772,0.388574617,-9.356349107,8.25E-21,2.23E-19
CAPN9,15.39537759,-3.632924555,0.59607376,-6.094756718,1.10E-09,7.16E-09
LRRC2,193.9988825,-3.628655306,0.474318139,-7.650256252,2.01E-14,2.36E-13
AADAC,82.02251679,-3.623973549,0.446888217,-8.109351313,5.09E-16,7.40E-15
KBTBD10,6194.025541,-3.620096013,0.583293717,-6.206300367,5.42E-10,3.68E-09
KCNB1,12.08108343,-3.620036776,0.397811457,-9.099880643,9.04E-20,2.14E-18
IL13,4.494628313,-3.612612756,0.489998025,-7.372708807,1.67E-13,1.79E-12
MRGPRE,0.924416037,-3.611341433,0.570935786,-6.325302289,2.53E-10,1.82E-09
FMO2,1030.487204,-3.608816812,0.417555996,-8.642713433,5.49E-18,1.03E-16
C20orf166,49.07435395,-3.607382315,0.741694374,-4.863704568,1.15E-06,4.77E-06
TIMP4,49.1081212,-3.607163992,0.316675576,-11.39072372,4.65E-30,3.47E-28
LOC286002,7.635096586,-3.606542358,0.497162685,-7.254249906,4.04E-13,4.08E-12
CLVS2,0.489072056,-3.604513497,0.812936882,-4.433940171,9.25E-06,3.29E-05
S100A1,1109.692215,-3.603054249,0.409641912,-8.795619154,1.42E-18,2.90E-17
TMEM211,3.29148279,-3.602198787,0.876953517,-4.107627959,4.00E-05,0.000127193
CGNL1,535.6270919,-3.601021256,0.289817752,-12.42512315,1.91E-35,2.74E-33
KLHL38,36.74612146,-3.600780127,0.45831507,-7.856560606,3.95E-15,5.19E-14
TMC5,296.4899943,-3.600124672,0.394334869,-9.129612821,6.87E-20,1.66E-18
SLC25A34,144.6645572,-3.599181524,0.304820267,-11.8075532,3.57E-32,3.35E-30
BHLHA15,25.90184125,-3.598411741,0.403983943,-8.907313781,5.23E-19,1.11E-17
HEPACAM,3.713956495,-3.596554098,0.675665331,-5.322981561,1.02E-07,4.96E-07
GYS2,26.06351588,-3.589816337,0.655274075,-5.478343301,4.29E-08,2.21E-07
PI16,346.4154465,-3.582793497,0.519783414,-6.89285845,5.47E-12,4.84E-11
HP,89.6523034,-3.582500693,0.522031375,-6.862615666,6.76E-12,5.89E-11
FGF6,1.739838577,-3.567388262,0.757393563,-4.710085264,2.48E-06,9.68E-06
MPO,23.00989075,-3.563564457,0.311346508,-11.44565416,2.47E-30,1.92E-28
GPR26,2.941654267,-3.562588918,0.557714012,-6.387841866,1.68E-10,1.24E-09
ALDH1L1,437.1795747,-3.554225309,0.423310299,-8.396264674,4.61E-17,7.70E-16
MYH7B,78.85041375,-3.554206259,0.400420078,-8.876193922,6.92E-19,1.46E-17
PLCXD3,10.51136276,-3.551154516,0.435850537,-8.147642859,3.71E-16,5.50E-15
FRZB,259.0708172,-3.542393195,0.293437998,-12.07203299,1.48E-33,1.70E-31
COX7A1,699.5332209,-3.542283256,0.321299857,-11.02485164,2.90E-28,1.79E-26
SERPINA5,85.73419548,-3.54131861,0.421485517,-8.40199358,4.39E-17,7.38E-16
KRTAP7-1,0.504470328,-3.539710568,1.213986079,-2.915775253,0.00354806,0.00777446
C13orf26,0.634978584,-3.537613347,0.801989391,-4.41104756,1.03E-05,3.63E-05
HMGCLL1,4.840278532,-3.534261075,0.471274532,-7.499367846,6.41E-14,7.16E-13
IL1F6,270.8065914,-3.533488394,0.588969642,-5.999440621,1.98E-09,1.24E-08
TGM3,24899.1544,-3.531383591,0.566643822,-6.232104632,4.60E-10,3.17E-09
MFSD6L,34.98568734,-3.530932856,0.402103756,-8.781148649,1.62E-18,3.27E-17
TTN,21726.16118,-3.529573309,0.517245109,-6.823792526,8.87E-12,7.61E-11
RERGL,9.377510347,-3.529467487,0.41947914,-8.413928496,3.97E-17,6.72E-16
LOC572558,0.910480494,-3.526816577,0.590982649,-5.96771594,2.41E-09,1.49E-08
CLEC3B,383.8962655,-3.526797747,0.249922834,-14.11154671,3.22E-45,1.68E-42
CLIC5,324.4676021,-3.526658087,0.362896884,-9.71807211,2.53E-22,8.13E-21
ROPN1B,11.78239731,-3.525081882,0.449725571,-7.838295409,4.57E-15,5.97E-14
HEPN1,2.0609442,-3.524672058,0.602531886,-5.849768517,4.92E-09,2.90E-08
C21orf81,2.6664969,-3.524049738,0.464546039,-7.586007507,3.30E-14,3.78E-13
WDR49,15.04586269,-3.515261562,0.584813575,-6.010909651,1.84E-09,1.16E-08
LRRC3B,2.104022427,-3.510330728,0.660091414,-5.317946354,1.05E-07,5.08E-07
SLC28A1,3.970418197,-3.507884106,0.380629526,-9.216006292,3.08E-20,7.74E-19
CHRDL1,275.5585721,-3.504175391,0.47121689,-7.436438432,1.03E-13,1.13E-12
GRIA4,4.2670448,-3.501763206,0.545196028,-6.422943354,1.34E-10,9.92E-10
PCSK2,18.17293382,-3.497920897,0.621644716,-5.626881094,1.83E-08,1.00E-07
TRIM53,2.520053816,-3.497027897,0.97317655,-3.593415701,0.000326371,0.000882256
NEB,13696.58685,-3.496801758,0.524639566,-6.665150682,2.64E-11,2.14E-10
PCDHA13,2.8391623,-3.493004747,0.88569676,-3.943793075,8.02E-05,0.000241642
SH3BGR,279.5458548,-3.487298293,0.320427629,-10.8832634,1.39E-27,7.99E-26
SCN4A,371.7992428,-3.48710722,0.566809379,-6.152169231,7.64E-10,5.09E-09
XIRP1,1627.04415,-3.483766932,0.460398564,-7.566850132,3.82E-14,4.35E-13
LOC84931,1.678507316,-3.483007704,0.795957477,-4.375871581,1.21E-05,4.21E-05
LAMB4,96.90378733,-3.481179742,0.427745805,-8.138431059,4.00E-16,5.92E-15
TLX1NB,4.205864406,-3.477065752,0.491455783,-7.075032737,1.49E-12,1.42E-11
GRM7,1.971289423,-3.47345491,0.518531449,-6.698638857,2.10E-11,1.73E-10
TFAP2B,37.713204,-3.471132608,0.884287167,-3.925345451,8.66E-05,0.000259306
SPHKAP,1.310201601,-3.468545344,0.771808532,-4.494048974,6.99E-06,2.54E-05
FA2H,266.5924418,-3.465229117,0.351215215,-9.86639805,5.82E-23,2.04E-21
PDE6A,20.67049497,-3.461366595,0.355347175,-9.740802353,2.02E-22,6.57E-21
B3GALT1,8.120058453,-3.461167199,0.522803978,-6.620391858,3.58E-11,2.86E-10
A2BP1,112.7137818,-3.459970731,0.588593255,-5.878373057,4.14E-09,2.47E-08
SLC25A4,1984.382178,-3.459570922,0.265831196,-13.01416452,1.02E-38,2.40E-36
DLG2,48.75373339,-3.458664424,0.36799182,-9.398753542,5.52E-21,1.52E-19
LRRC14B,20.47700898,-3.456037141,0.531071797,-6.507664612,7.63E-11,5.85E-10
SPRR3,69781.48202,-3.455085669,0.523005217,-6.606216448,3.94E-11,3.12E-10
ASB4,5.328697188,-3.45475496,0.5275952,-6.548116736,5.83E-11,4.52E-10
SEC14L5,58.46953168,-3.454096147,0.290767129,-11.87925252,1.52E-32,1.50E-30
RPTN,3065.294947,-3.452281415,0.533605239,-6.469729241,9.82E-11,7.43E-10
TMOD4,355.6772519,-3.450129964,0.554424726,-6.222900604,4.88E-10,3.34E-09
PLN,229.9515785,-3.44804715,0.405329291,-8.506780108,1.79E-17,3.15E-16
CADM2,10.2809513,-3.439381132,0.432841802,-7.946046604,1.93E-15,2.62E-14
VSIG2,103.2654349,-3.435565066,0.461084353,-7.451055411,9.26E-14,1.02E-12
FXYD1,208.7690286,-3.434785254,0.3822991,-8.984549669,2.60E-19,5.75E-18
FAM47E,20.61606648,-3.430112944,0.30105608,-11.3936013,4.50E-30,3.38E-28
TRH,2.245736054,-3.428365967,0.44632182,-7.681376557,1.57E-14,1.89E-13
LDLRAD1,5.20088941,-3.428083898,0.604601663,-5.669987544,1.43E-08,7.91E-08
GPR64,35.61334284,-3.420755023,0.310000485,-11.03467638,2.60E-28,1.62E-26
FHL1,10944.56725,-3.417858382,0.380414436,-8.984565405,2.60E-19,5.75E-18
SPAG11B,0.388524558,-3.417212353,1.320606005,-2.58760928,0.009664453,0.019227145
KIAA1244,156.4113565,-3.414304734,0.346523827,-9.853015766,6.65E-23,2.32E-21
B3GNT6,28.14194434,-3.413243916,0.576347906,-5.922193661,3.18E-09,1.93E-08
PRY2,0.39723452,-3.4109541,1.106515389,-3.082608822,0.002051947,0.004733555
TCN1,1316.719194,-3.40831013,0.451467011,-7.549411239,4.37E-14,4.95E-13
WDR38,5.340493422,-3.407621682,0.403247435,-8.450448507,2.90E-17,5.01E-16
CHAD,49.71129744,-3.407381632,0.434615362,-7.839993542,4.51E-15,5.89E-14
SNX31,76.88277367,-3.404969711,0.44773526,-7.60487283,2.85E-14,3.29E-13
MT3,18.35180229,-3.403996829,0.547427055,-6.218174277,5.03E-10,3.43E-09
LRRC10B,48.09523471,-3.396243261,0.345745966,-9.822943989,8.97E-23,3.05E-21
ABCC6,26.22791979,-3.396235903,0.263218904,-12.90270515,4.35E-38,8.71E-36
SLC24A5,4.608082972,-3.393714827,0.49711675,-6.826796381,8.68E-12,7.46E-11
SLC9A4,22.86397471,-3.38782168,0.515935257,-6.566369783,5.16E-11,4.02E-10
KBTBD5,335.5199787,-3.385331652,0.673983132,-5.022872961,5.09E-07,2.23E-06
C11orf92,148.4581957,-3.382743115,0.4135266,-8.180230997,2.83E-16,4.25E-15
CCDC37,0.987030329,-3.381399753,0.808433529,-4.182656498,2.88E-05,9.41E-05
ANO5,171.9466096,-3.380967048,0.45757083,-7.388947951,1.48E-13,1.59E-12
CLCA4,1797.081481,-3.37997677,0.421281218,-8.023089157,1.03E-15,1.44E-14
PCDHAC1,5.5151811,-3.379752499,0.475020748,-7.114957643,1.12E-12,1.08E-11
RORC,314.7497249,-3.372031638,0.321172246,-10.4991377,8.72E-26,4.20E-24
TMPRSS11BNL,45.53006401,-3.371599837,0.676365298,-4.984879984,6.20E-07,2.68E-06
ASB12,24.2298406,-3.367572312,0.532711816,-6.321564893,2.59E-10,1.86E-09
ELANE,2.859428299,-3.366895529,0.4420812,-7.616011554,2.62E-14,3.04E-13
TNNC1,3679.297144,-3.362743261,0.584483995,-5.753353885,8.75E-09,4.97E-08
CDH20,27.93293312,-3.358419852,0.380821337,-8.818885725,1.16E-18,2.39E-17
NOSTRIN,104.4875103,-3.355119524,0.202608027,-16.55965743,1.36E-61,2.08E-58
PPARGC1A,297.6647217,-3.346076077,0.355741131,-9.405929727,5.16E-21,1.43E-19
OBSCN,3846.760886,-3.344085194,0.295741275,-11.30746865,1.21E-29,8.66E-28
TREH,4.26122132,-3.341999678,0.830190146,-4.025583408,5.68E-05,0.00017626
PKHD1L1,15.67526495,-3.34185023,0.403171507,-8.288904783,1.14E-16,1.80E-15
SILV,180.4736164,-3.335621357,0.261839588,-12.73917891,3.58E-37,6.29E-35
TRIM63,566.2655793,-3.331632247,0.556453041,-5.987265769,2.13E-09,1.33E-08
RNF150,97.02482436,-3.331607604,0.338640293,-9.838190173,7.71E-23,2.66E-21
CCL14-CCL15,0.635315865,-3.328949922,1.171016057,-2.842787596,0.004472086,0.009580145
C5orf27,20.89850176,-3.328398134,0.368061113,-9.043058373,1.52E-19,3.51E-18
DEPDC6,569.461368,-3.327865414,0.279924383,-11.88844423,1.36E-32,1.38E-30
